t,x,y,z
0.0,1049.110107,2925.0,352.800018
0.009983,1024.77002,2858.340088,365.475006
0.019992,1010.599976,2792.830078,375.281006
0.029983999999999997,989.179016,2682.3798829999996,402.006012
0.039991000000000006,969.48999,2665.899902,400.471008
0.050003,946.2100220000001,2585.189941,413.340973
0.059985000000000004,928.031006,2507.070068,423.492004
0.069999,906.333984,2390.360107,447.247009
0.08000499999999999,886.9069820000001,2357.160156,445.304016
0.090007,868.709045,2247.329834,465.653992
0.099995,849.9460449999999,2163.439941,471.372986
0.120004,811.065979,2087.76001,462.35497999999995
0.13000599999999998,791.362976,1991.090088,474.47699000000006
0.159003,735.6569820000001,1819.800049,457.246002
0.169001,713.145996,1780.290039,448.537994
0.17899400000000001,697.8280030000001,1682.609985,453.458984
0.189004,681.323975,1574.969971,461.957001
0.199016,658.110046,1538.400024,448.16101100000003
0.209076,638.889038,1504.47998,431.85699500000004
0.219025,618.403015,1443.77002,423.63598600000006
0.22901999999999997,602.135986,1359.560059,421.121002
0.239006,584.348999,1291.01001,411.141022
0.24901399999999999,567.569946,1212.23999,407.119995
0.25900700000000004,547.518005,1146.810059,398.117004
0.269013,530.6230469999999,1095.819946,379.716003
0.279003,511.363037,1033.640015,367.71801800000003
0.288041,491.22302199999996,994.9989619999999,342.994995
0.30801799999999996,452.544983,877.473022,308.308014
0.318073,435.333008,810.866028,294.548004
0.32809099999999997,418.429993,745.983032,279.567993
0.338019,396.28299,710.03595,248.705994
0.348008,383.056,629.924988,238.78399700000003
0.358083,360.06100499999997,595.040039,207.19300800000002
0.368016,343.221985,544.10199,181.584991
0.378012,330.870972,468.881012,168.450989
0.388027,311.610992,419.290009,141.031998
0.39808899999999997,289.71402,378.007996,105.143005
0.408019,273.22702000000004,313.356018,87.40810400000001
0.418088,254.59599300000002,265.635986,58.34
0.42801300000000003,238.22799700000002,219.451996,24.059401
0.447054,215.04600499999998,117.329002,81.722298
0.45702,197.655014,87.121201,99.559998
0.46701899999999996,185.789001,38.661499,129.320999
0.47702,169.932999,10.040899000000001,141.44101
0.487016,157.905991,-38.1264,169.76800500000002
0.497022,144.916992,-78.867302,192.26400800000002
0.5070439999999999,130.287003,-113.104996,204.993988
